ORIGINATOR_TYPE,ORIGINATOR_ID,NOTABLE_TYPE,NOTABLE_ID,CONTENTS
ImportSource,1,Lemma,62256,"*auhsa is eigenlijk een reconstructie, enkel de GP auhsne is overgeleverd. Wat met DP: *auhsnam of *auhsam (vgl. aba)? Vormen zouden met vraagteken moeten gemarkeerd kunnen worden..."
ImportSource,1,Lemma,62256,"[Ebbinghaus 1981, §108.A1]: ""*auhsa (ahd. ohso, ae. oxa, an. uxa, oxe) Ochs, das nur in folgenden Formen belegt ist: Sg. Dat. auhs[in] 1. Tim. 5, 19 (die Lesung ist nicht ganz sicher; auhsin nach Uppström, auhsau nach Streitb., was jedoch nicht richtig sein kann), Akk. auhsan 1 Kor. 9,9 (Streitb. unrichtig auhsau); Pl. Gen. auhsnê Luk. 14, 19, Akk. auhsnuns 1 Kor. 9, 9 (Streitb. unrichtig Dat. auhsum). Aus den angeführten falschen Lesungen erwuchs die Frage nach einem u-stämmigen *auhsus, vgl. Lbl 1908, 327; ADA 51, 11; Thurneysen, Streitberg-Festgabe, 1924, 351ff.; Feist 66 u. 580; s. jedoch v. Friesen 15 f.; zuletzt GL 12, 170f. – Vgl. Szemerényi, Einf. 153 f."""
ImportSource,1,Lemma,63479,"[Ebbinghaus 1981, §105.A3]: ""Für das von manchen angesetzte u-stämmige *auhsus (neben n-stämmigen *auhsa) liegen keine Belege vor, s. § 108 A. 1."""
ImportSource,1,Lemma,60643,"(""Brode"" ??)"
ImportSource,1,Lemma,61580,"POS: ""bai wie bajoþs sind Kollektivzahlen"" [Streitberg 1920, §194]"
ImportSource,1,Lemma,62143,"POS: ""bai wie bajoþs sind Kollektivzahlen"" [Streitberg 1920, §194]"
ImportSource,1,Lemma,63037,"[Streitberg 1920, §211.5]: ""báuan 'wohnen' hat ein starkes Präsens, bildet aber statt des ursprünglich reduplizierenden Perf. ein schwaches Prät. báuaida t 1,5. Von bnáuan 'zerreiben' ist nur bnáuandans L 6,1 belegt; aisl. (g)núa, ahd. nūan weisen es der redupl. Klasse zu. Nach der dritten schwachen Konjugation geht tráuan 'trauen', das wohl ursprünglich hierher gehörte."" ;  ; [Ebbinghaus 1981, §179.A2]: ""bauan wohnen, welches nach Ausweis anderer germ. Dialekte früher hierher gehörte, hat das schw. Prät. bauaida und wird auch durch das Fem. bauains (§ 103 A. 1) in die dritte schw. Konj. (§ 193) gewiesen. Die 3. Sing. Ind. Präs. lautet jedoch stets bauiþ, also noch der starken Konj. angehörig. Nicht festzustellen ist die got. Flexion des nur einmal belegten *bnauan zerreiben (bnauandans Lk. 6, 1), dessen altn. Entsprechung *bnúa, (g)núa (Altisl. Gr. § 506 A. 2, vgl. ZDP 17, 250) wie auch das ahd. nûan, niuwan (Ahd. Gr. § 334 A. 5) der starken Flexion angehört. Völlig schwach wird dagegen trauan flektiert."""
ImportSource,1,Lemma,63143,Workaround (of oplossing?): ROOT opgeven...
ImportSource,1,Lemma,60815,"Overgeleverd is dus substantief bisitands (Mnd) en éénmaal participium presens bisitands van ww. bi-sitan. Opgesplitst in lemma ""bi-sitan [Abl.V.5]"" en ""bisitands [Mnd]."
ImportSource,1,Lemma,62354,Vgl. ƕairban.
ImportSource,1,Lemma,62993,Zie hoofdlemma.
ImportSource,1,Lemma,60544,"Opgenomen onder lemma ""bi-sitan"" als punt [b] naast [a] bi-sitands part. pres."
ImportSource,1,Lemma,62991,"Lemma... Vgl. Barabba(s), full[e]iþ."
ImportSource,1,Lemma,61970,Definitie ontbreekt...?
ImportSource,1,Lemma,63377,Informatie over biþeh hoort bij beide homoniemen; heb de verwijzingen naar de tekst gesplitst.
ImportSource,1,Lemma,61719,"POS? Lehmann: ""interrog ptc"" / Ebbinghaus: ""adverbielle Verbindung"" / Streitberg: ""Frageadv.""; duƕe daarentegen wordt door de drie bronnen zonder meer als Adv. bestempeld."
ImportSource,1,Lemma,61719,"[Ebbinghaus 1981, §159.A1]: ""Wie der Instr. þê [...] wird ƕe auch in adverbiellen Verbindungen mit den Dativpräpositionen bi und du (biƕê woran, duƕê warum) gebraucht [...]"""
ImportSource,1,Lemma,61309,Wordt onder voorbehoud bij Adj.i geklasseerd.
ImportSource,1,Lemma,61309,"Probably declined like hrains (Adj.i/ja), ""mit Rücksicht auf die übrigen germ. Sprachen"" [Streitberg §183]."
ImportSource,1,Lemma,63393,"[Ebbinghaus §173.A3]: ""Hierher [i.e. Klasse II] gehört auch ursprünglich *bliggwan schlagen (aus *bliu̯u̯an, vgl. § 68, 2), dessen Formen infolge lautlicher Entwicklung u̯u̯ > ggw nun zu Klasse III stimmen [...]."" / [Krause 1953]: ""zu Kl. II gehört auch von Haus aus got. bliggwan ""schlagen"" (blaggw, bluggwum, bluggwans). Hier ist -ggw- aus urg. -ww- entstanden; vgl. ahd. bliuwan"""
ImportSource,1,Lemma,63247,"[Streitberg 1920, §211.5]: ""Von bnáuan 'zerreiben' ist nur bnáuandans L 6,1 belegt; aisl. (g)núa, ahd. nūan weisen es der redupl. Klasse zu."" ;  ; [Ebbinghaus 1981, §179.A2]: ""Nicht festzustellen ist die got. Flexion des nur einmal belegten *bnauan zerreiben (bnauandans Lk. 6, 1), dessen altn. Entsprechung *bnúa, (g)núa (Altisl. Gr. § 506 A. 2, vgl. ZDP 17, 250) wie auch das ahd. nûan, niuwan (Ahd. Gr. § 334 A. 5) der starken Flexion angehört."""
ImportSource,1,Lemma,62338,"[Ebbinghaus 1981, §208]: ""briggan bringen ist seinem Präs. nach ein starkes Verbum (III.), s. § 174 A. 2. Das Prät. aber wird (mit Ablaut) schwach gebildet: brâhta (aus *branχta § 5, b), zum Part. Prät. s. § 209."" ;  ; [Ebbinghaus 1981, §209]: ""Zu briggan setzt man weitgehend Part. Prät. *brâhts an, doch sollten ae. brunʒen (poetisch, Ae. Gr. § 407 A. 8) u. ahd. prungen (Ahd. Gr. § 336 A.4) hier zur Vorsicht mahnen."""
ImportSource,1,Lemma,62599,"Vreemd! Zou eigenlijk abl.V.5 moeten zijn afgaande op het patroon, maar inderdaad: ook NL heeft 'gebroken'."
ImportSource,1,Lemma,61738,G. Pl. -ei
ImportSource,1,Lemma,63075,"Compare to ""daurons"" (Plur.Fn)."
ImportSource,1,Lemma,63339,"Compare to ""daur"" (Sing.Na)."
ImportSource,1,Lemma,63227,Kan ook Adj.i zijn.
ImportSource,1,Lemma,61653,Opgelet bij het lemmatiseren: er zijn een aantal onregelmatige vormen !!
ImportSource,1,Lemma,61068,Dit is niet de correcte manier: er wordt een fictief Lemma doorgegeven. Het probleem is dat in de huidige morfologische definitie een filter op parameter Lemma enkel /C+eiC+/ doorlaat.
ImportSource,1,Lemma,61259,vorm: dizuhþansat
ImportSource,1,Lemma,61607,Ind.Pret.Sing.2: *daut or *dawt?
ImportSource,1,Lemma,63790,"ook: draggk, draggka"
ImportSource,1,Lemma,61108,zie: draggkida
ImportSource,1,Lemma,60647,Pl. ; zie: drauhsnos
ImportSource,1,Lemma,63337,"Opgelet: lemma ""duat-gaggan"" aan Gomorph doorgeven, d.w.z. prefix strikt scheiden van stam (vermits die overschreven wordt)."
ImportSource,1,Lemma,60666,"[Ebbinghaus 1981, §116.A1]: ""waíhts (Sache) und dulþs (Fest) werden nach der i-Deklination flektiert, also GSg. waíhtais, dulþais. Von alten konsonantischen Formen kommen nur vor: APl. waíhts Skeir. IId, 16 (s. Dietrich Skeir. z. Stelle) und DSg. dulþ Joh. 7, 14. Von einigen wird auch dulþ Lk. 2, 41 als DSg. angesehen, während andere es als ASg. betrachten."""
ImportSource,1,Lemma,61976,"Geen klasse opgegeven, wel een verwijzing naar 167.1"
ImportSource,1,Lemma,63807,"[Ebbinghaus 1981, §159.A1]: ""Wie der Instr. þê [...] wird ƕe auch in adverbiellen Verbindungen mit den Dativpräpositionen bi und du (biƕê woran, duƕê warum) gebraucht [...]"""
ImportSource,1,Lemma,61797,"[Streitberg 1920, §145.A5]: Das Neutrum fadrein 'Vaterschaft', das wohl von dem Femininum fadreins 'Geschlecht' zu unterscheiden ist (fadreinais L 2,4 gegenüber fadreinis E 3,15 AB), erscheint in der Bedeutung 'Eltern' in den Evangelien im Nom. Akk. Sg. mit maskulinem Pluralartikel verbunden: þai fadrein J 9,20.22, þans fadrein J 9,18. In den paulin. Briefen dagegen wird es als regelrechter neutraler Plur. flektiert: ni auk skulum barna fadreinam huzdjan, ak fadreina barnam k 12,14 u. ö."" See also [Ebbinghaus 1981, §94.A4]."
ImportSource,1,Lemma,62066,"See ""fadrein"" (Na) and [Ebbinghaus 1981, §94.A4]."
ImportSource,1,Lemma,62038,"Romans 9:19: ""qiþis mis nu: aþþan hva nauh faianda? unte wiljin is hvas andstandiþ?"", ""Thou wilt say then unto me, Why doth he yet find fault? For who hath resisted his will?"", ""ἐρεῖς μοι οὖν, τί [οὖν] ἔτι μέμφεται; τῷ γὰρ βουλήματι αὐτοῦ τίς ἀνθέστηκεν;"", ""Tu me diras: Pourquoi blâme-t-il encore? Car qui est-ce qui résiste à sa volonté?"". ;  ; Ik begrijp niet om welke vorm het gaat: passief, participium presens?"
ImportSource,1,Lemma,62543,"Fälschl. fairrinoþ G 5,15"
ImportSource,1,Lemma,61778,"Opgelet: variant fairƕaus in Nom. –> tijdelijk als alternatief opgegeven, na het lemmatiseren parameter verwijderen."
ImportSource,1,Lemma,63798,ook: faurþize
ImportSource,1,Lemma,61634,"Compare [Ebbinghaus 1981, §124.A3]: ""Die Stämme, welche ein w vor den Kasusendungen haben, müssen im NSgmn. die Regeln des auslautenden w (§ 42) zeigen. Die hier hierher gehörenden Wörter sind nur in andern Kasus belegt. Zu den Nom. Plur. fawai, qiwai, unskawai kann man daher ansetzen NSgmn. *faus, *fau wenig, *qius, *qiu lebendig, *unskaus, *unskau nüchtern [...]."""
ImportSource,1,Lemma,60486,"Inconsequentie Streitberg? ""Mn"", ""Ordin."", ""n"", ..."
ImportSource,1,Lemma,63446,fragald correct ?
ImportSource,1,Lemma,63210,Participium fraweitands afsplitsen als Mnd-stam? Zie Streitberg 1920 §156.A1.
ImportSource,1,Lemma,61556,"Gomorphv2: filter op parameter lemma aanvaardt geen ""ï""."
ImportSource,1,Lemma,61556,"[Streitberg 1920, §208]: ""Von fra-itan 'verzehren' ist das unregelmäßige Perf. Sg. frēt L 15,30 belegt. Danach hat man für itan als Perf. Sg. *ēt anzusetzen, vgl. ahd. frāz, āz."" ;  ; [Ebbinghaus 1981, §176.A3]: ""Für itan ist der Sing. Prät. nicht belegt, doch ist nach dem Kompositum fra-itan aufessen, 3. Sg. Prät. frêt (< fra-êt, § 4 A. 1; § 7, b) Lk. 15, 30, *êt anzusetzen, also gedehnte e-Stufe wie in den übrigen germ. Dialekten, an. át, ae. (wests.) ǣt (frǣt), ahd. āz (frāz) [...]"""
ImportSource,1,Lemma,62052,"[Krause 1953]: ""Auch der Stamm frija- 'frei' flektiert in den meisten Formen wie midjis. Aber N. Sg. m. ist als freis (< *frijis) bezeugt, wonach auch G. Sg. m. n. als *freis anzusetzen ist."" ;  ; [Ebbinghaus 1981, §126.A2]: ""Der Adjektivstamm *frija- frei, von welchem das Fem. Sing. frija, frijaizôs, frijai, frija, sowie die maskulinen Formen ASg. frijana, NPl. frijai, Akk. frijans belegt sind, bildet den NSgm. freis (1 Kor. 7, 21; 7, 22; 9, 1; Eph. 6, 8; Gal. 3, 28; Kol. 3, 11), nicht *frijis, wie zu erwarten wäre; ob auch der nicht belegte GSg. als *freis anzusetzen sei, bleibt natürlich fraglich."""
ImportSource,1,Lemma,62332,Dus wél een a-stam; hoe ga ik deze informatie coderen?
ImportSource,1,Lemma,62128,Bijwoord frumist afsplitsen?
ImportSource,1,Lemma,63246,Géén vertaling opgegeven (enkel Gr. to kryptón)
ImportSource,1,Lemma,62221,"Lemma problematisch. CA heeft overduidelijk AS ""fulleiþ"" naast GP ""fulliþe"". In de tekstuitgave geeft Streitberg echter AS ""fulliþ"", met de overgeleverde vorm ""fulleiþ"" in het apparaat. Dit resulteerde in een foutieve analyse van het (fictieve) token ""fulliþ"" als werkwoordsvorm (fulljan). Met dank aan Peter Tunstall (mail 2005-09-22)."
ImportSource,1,Lemma,62926,Zijn alle vormen die Gomorph genereert wel correct?
ImportSource,1,Lemma,61612,"Vermeld in Streitberg 1920, §187.6 (""semantische Substantivierung""). Is dit nu een adjectief of een substantief, of veleer een gesubstantiveerd adjectief? Streitberg verwijst naar ""unwita"", dat als ""Mn"" gemarkeerd is, daarom heb ik die Gomorph-code (en POS-tag) hier overgenomen."
ImportSource,1,Lemma,60816,fulnaiþ(?)
ImportSource,1,Lemma,62878,sterk
ImportSource,1,Lemma,60364,Splitsen?
ImportSource,1,Lemma,63803,"[Streitberg 1920, §211.5]: ""báuan 'wohnen' hat ein starkes Präsens, bildet aber statt des ursprünglich reduplizierenden Perf. ein schwaches Prät. báuaida t 1,5. Von bnáuan 'zerreiben' ist nur bnáuandans L 6,1 belegt; aisl. (g)núa, ahd. nūan weisen es der redupl. Klasse zu. Nach der dritten schwachen Konjugation geht tráuan 'trauen', das wohl ursprünglich hierher gehörte."" ;  ; [Ebbinghaus 1981, §179.A2]: ""bauan wohnen, welches nach Ausweis anderer germ. Dialekte früher hierher gehörte, hat das schw. Prät. bauaida und wird auch durch das Fem. bauains (§ 103 A. 1) in die dritte schw. Konj. (§ 193) gewiesen. Die 3. Sing. Ind. Präs. lautet jedoch stets bauiþ, also noch der starken Konj. angehörig. Nicht festzustellen ist die got. Flexion des nur einmal belegten *bnauan zerreiben (bnauandans Lk. 6, 1), dessen altn. Entsprechung *bnúa, (g)núa (Altisl. Gr. § 506 A. 2, vgl. ZDP 17, 250) wie auch das ahd. nûan, niuwan (Ahd. Gr. § 334 A. 5) der starken Flexion angehört. Völlig schwach wird dagegen trauan flektiert."""
ImportSource,1,Lemma,61982,Zie digan.
ImportSource,1,Lemma,61145,"Ebbinghaus klasseert het adjectief (onder voorbehoud) bij ""hrains"" (Adj.i)"
ImportSource,1,Lemma,62922,perf.
ImportSource,1,Lemma,63641,probleem in vertaling...! +Gomorph genereert een verkeerde infinitief...
ImportSource,1,Lemma,62808,vertaling is ingewikkelder!
ImportSource,1,Lemma,62347,"[Streitberg 1920, §209]: ""Unregelmäßige Präsentien mit j-Suffix bilden: ga-skapjan 'erschaffen', hafjan 'heben', fraþjan 'verstehn', skaþjan 'schaden', wahsjan 'wachsen', hlahjan 'lachen', vielleicht auch *ga-raþjan 'zählen', das aus Part. Perf. ga-raþana M 10,30 mit Rücksicht auf raþjo F erschlossen wird [...]."""
ImportSource,1,Lemma,61683,Opgelet: Streitberg heeft ga-stiggqan! Dit heb ik blijkbaar onbewust genormaliseerd.
ImportSource,1,Lemma,60629,Lange klinker.
ImportSource,1,Lemma,63340,See trudan.
ImportSource,1,Lemma,62807,Dit is een kunstgreep...
ImportSource,1,Lemma,62126,vorm: gawondondans
ImportSource,1,Lemma,61410,ook: gabeigs
ImportSource,1,Lemma,63180,"Streitberg geeft enkel dit op: ""dsgl. C 3,14 B"", waarbij dsgl. verwijst naar het voorafgaande lemma, gabinda (Fo). Daarnaast bestaat ook een lemma gabundi (Fio); vermoedelijk is dus ook gabindi een Fio. Zeker is dat niet: uit de tekst zelf kan niets worden afgeleid, het zou in theorie ook een onz. substantief kunnen zijn (of niet?)"
ImportSource,1,Lemma,61516,"[Ebbinghaus 1981, §103.A6]: ""Auch ahaks und gaits werden allgemein hierher gestellt, obwohl sie ihrer Bildung nach zu den Konsonantstämmen §116 gehören. Die belegten Formen NSg. ahaks, gaits, ASg. ahak, GDPl. ahakê, ahakim lassen nicht erkennen, ob die Wörter tatsächlich zur i-Dekl. übergetreten sind."""
ImportSource,1,Lemma,61654,"Streitberg: class ""Fi"" should be ""Fi/o"", compare with ""ungalaubeins"" (typographic error?)"
ImportSource,1,Lemma,63368,"Dient dit niet als ""Fi/o"" gemarkeerd te worden? Zie ook gamarzeins en galaubeins."
ImportSource,1,Lemma,60579,"Dient dit niet als ""Fi/o"" gemarkeerd te worden? Zie ook gamalteins en galaubeins."
ImportSource,1,Lemma,62158,Streitberg geeft geen klasse op; Krause wel.
ImportSource,1,Lemma,63460,(gen.)
ImportSource,1,Lemma,60557,"There's a small typographic error in Streitberg's entry, the reference to paragraph 352(6) should be 152(6)."
ImportSource,1,Lemma,61178,abl.-red. V. 1
ImportSource,1,Lemma,61872,Streitberg suggereert Ma - is dit niet equivalent aan klasse (Ma) ?
ImportSource,1,Lemma,61525,"Vervelende kwestie: Streitberg zelf poneert DS guþa en GS guþs (zie verwijzingen), en betreurt in het voorwoord tot de tweede editie dat de vormen in de tekst niet konden worden aangepast."
ImportSource,1,Lemma,62869,"vok. K 15,55 !!"
ImportSource,1,Lemma,62302,Lengteteken niet gemarkeerd
ImportSource,1,Lemma,61201,"[Ebbinghaus 1981, §155]: ""Ein defektes Pronomen *hi- (Nom. *his wie is §152) mit der Bedeutung 'dieser' ist nur bei Zeitbestimmungen in den Formen des DSgmn. himma und des ASgmn. hina, hita vorhanden, z.B. himma daga heute, und hina dag bis heute, und hita bis jetzt."""
ImportSource,1,Lemma,61250,Splitsen?
ImportSource,1,Lemma,61016,Lengteteken?
ImportSource,1,Lemma,63645,(22 B)
ImportSource,1,Lemma,62405,Lengteteken impliciet
ImportSource,1,Lemma,62124,Lengteteken impliciet
ImportSource,1,Lemma,60420,"[Streitberg 1920, §184]: ""Ohne Gewähr pflegt man *hnasqus 'weich' anzusetzen"". See also [Ebbinghaus 1981, §131.A1], [Krause 1953, §161]: ""Aus etymologischen Erwägungen gehören ferner hierher [...]"" and Lehmann 1986. Compare OE hnesce."
ImportSource,1,Lemma,60796,Of hnuto?
ImportSource,1,Lemma,62045,Lengteteken niet gemarkeerd
ImportSource,1,Lemma,61441,Lengteteken niet gemarkeerd
ImportSource,1,Lemma,60901,"[Streitberg 1920, §194.5]: ""Das Plurale Tantum hunda flektiert als a-Stamm."""
ImportSource,1,Lemma,61621,"Verschillende tags, maar misschien kan ik hier toch één overkoepelende POS-tag ""Partikel"" behouden? NEEN: zowel Ebbinghaus als Wright behandelen Streitberg's ""Prohibitivpartikel"" als Conj."
ImportSource,1,Lemma,60878,"Het is een n-stam, hoe slaan we dit kenmerk op?"
ImportSource,1,Lemma,62778,"Vgl. lemma ""ibns"" (Adj.a)."
ImportSource,1,Lemma,61312,Dit is veel logischer vanuit Gomorphv2-standpunt. En misschien tout court...?
ImportSource,1,Lemma,61312,"[Streitberg 1920, §206]: ""R 11,24 liest Braun intrusgans warst ἐνεκεντρίσθης; daneben die jüngere Bildung intrusgiþs V. 17 und die 1. Sg. Medio-Passivi intrusgjaidau V. 19. Man darf daher ein starkes j-Verbum intrusgjan 'einpropfen' ansetzen, das zur schwachen Flexion übergeht."""
ImportSource,1,Lemma,62029,"Streitberg heeft in de tekst het streepje tussen ""in"" en ""uh"" weggelaten, wat betekent dat het onderscheid met voorzetsel ""inuh"" verloren gaat en alle gevallen dus manueel gedisambigueerd moeten worden. Daarom heb ik de vormen als alternatieve lemma-vormen opgenomen onder lemma ""in"", net als bij ""us"" vs. ""uz-uh, uz-u""."
ImportSource,1,Lemma,61214,"Vermeld in Streitberg 1920, §187.6 (""semantische Substantivierung"")."
ImportSource,1,Lemma,61730,"Vermeld in Streitberg 1920, §187.6 (""semantische Substantivierung"")."
ImportSource,1,Lemma,62207,"[Streitberg 1920, §208]: ""Von fra-itan 'verzehren' ist das unregelmäßige Perf. Sg. frēt L 15,30 belegt. Danach hat man für itan als Perf. Sg. *ēt anzusetzen, vgl. ahd. frāz, āz."" ;  ; [Ebbinghaus 1981, §176.A3]: ""Für itan ist der Sing. Prät. nicht belegt, doch ist nach dem Kompositum fra-itan aufessen, 3. Sg. Prät. frêt (< fra-êt, § 4 A. 1; § 7, b) Lk. 15, 30, *êt anzusetzen, also gedehnte e-Stufe wie in den übrigen germ. Dialekten, an. át, ae. (wests.) ǣt (frǣt), ahd. āz (frāz) [...]"""
ImportSource,1,Lemma,62020,POS: dubbele functie.
ImportSource,1,Lemma,63495,"[Ebbinghaus 1981, §124.A4]: ""Die pronominaladjektiva auf -ar: unsar, izwar, anþar, ƕaþar sind im Neutrum Sing. nur in der kürzeren Form unsar usw. belegt."""
ImportSource,1,Lemma,62903,"Ebbinghaus vermeldt enkel POS voegwoord, Streitberg zelf markeert ""Fragewort"" als onzeker. Splitsen of niet?"
ImportSource,1,Lemma,62323,"[Ebbinghaus 1981, §135.A1]: ""Das Adj. *juggs (jung) bildet den Komp. mit grammatischem Wechsel und Schwund des n vor germ. χ, §§ 50a u. A. 2; 50 A. 1: jûhiza (vgl. an. øre jünger Aisl. Gr. § 438 A. 3); ein Superlativ ist nicht belegt."""
ImportSource,1,Lemma,60711,kaupasta
ImportSource,1,Lemma,62146,Substantief ?
ImportSource,1,Lemma,62246,Opgelet: géén klasse bij Streitberg (wel bij Lehmann)
ImportSource,1,Lemma,62069,"Vreemd woord, substantief, ...?"
ImportSource,1,Lemma,60609,"[Ebbinghaus 1981, §172.A2]: ""*keinan keimen (ahd. kînan) hat das n nur im Präsensstamm (vgl. § 206, b); dazu Part. Prät. nur in uskijanata Lk. 8,6; vgl. § 17 A. 4. Nicht belegt ist das starke Prät. , stattdessen ist einmal ein sw. Prät. nach der IV. sw. Konjugation belegt in uskeinôda Lk. 8,8, § 195 A. 2. Vgl. Kluge, Germ. Konj. (QF 32) 143."""
ImportSource,1,Lemma,62113,Fout in Streitberg: Fn.
ImportSource,1,Lemma,62322,"Streitberg has ""kintus Mn [sic]"": typographical error for Mu...?"
ImportSource,1,Lemma,62182,Substantief? Eigennaam?
ImportSource,1,Lemma,60825,"Phonologically irregular form (expecting *lasius); see [Ebbinghaus 1981, §42.A1]: ""Es gibt also im Auslaut kein aw, iw, aws, iws (vgl. NPl. sunjus, G. suniwe). Eine Ausnahme davon ist das nur einmal belegte lasiws schwach (2 Kor. 10, 10; vgl. lasiwostai 1 Kor. 12,22) [...]""."
ImportSource,1,Lemma,62841,Gomorph aanvaardt de infinitief niet (verwacht -o- in stam).
ImportSource,1,Lemma,60935,"Streitberg has a typograpical error: class ""Fia"", should be Fio."
ImportSource,1,Lemma,63456,"Vermeld in Streitberg 1920, §187.6 (""semantische Substantivierung"") én als sublemma vermeld onder lemma handus."
ImportSource,1,Lemma,63456,"[Streitberg 1920, §184]: ""Nur j-Kasus sind belegt von laus-handus* (sw. Akk. Sg. laushandjan Mc 12,3) 'eine leere Hand habend'"""
ImportSource,1,Lemma,62485,Splitsen?
ImportSource,1,Lemma,62117,"[Ebbinghaus 1981, §106.A1]: ""Wahrscheinlich ist ferner Neutr. *leiþu Obstwein (belegt nur ASg. leiþu Luk. 1,15), vgl. Gallée (Anhang V A. 1) I, 38."""
ImportSource,1,Lemma,61792,Interessant. Equivalent aan *lews M(a) o. *lew N(a) ... ?
ImportSource,1,Lemma,61417,"[Ebbinghaus 1981, § 167.A9]: ""Das Part. Prät. hat bei transitiven Verben passive Bedeutung, dagegen bei intransitiven aktive, z.B. qumans (Mk. 9, 33) gekommen; bei Transitiven gibt es auch das Part. Präsentis Passivi wieder. Von intransitiven Verben durativer Bedeutung, wie standan, wisan, *ligan, sitan, liban (hierher auch die Inchoativa: § 195) werden keine Part. Prät. gebraucht, vgl. ADA 14, 286."""
ImportSource,1,Lemma,63344,No partperf: zie § bij sb!
ImportSource,1,Lemma,63344,"[Ebbinghaus 1981, § 167.A9]: ""Das Part. Prät. hat bei transitiven Verben passive Bedeutung, dagegen bei intransitiven aktive, z.B. qumans (Mk. 9, 33) gekommen; bei Transitiven gibt es auch das Part. Präsentis Passivi wieder. Von intransitiven Verben durativer Bedeutung, wie standan, wisan, *ligan, sitan, liban (hierher auch die Inchoativa: § 195) werden keine Part. Prät. gebraucht, vgl. ADA 14, 286."""
ImportSource,1,Lemma,60900,"[Mc  15,34] ""jah niundon hveilai wopida Iesus stibnai mikilai qiþands: ailoe ailoe, lima sibakþanei, þatei ist gaskeiriþ: guþ meins, guþ meins, duhve mis bilaist?"" (And at the ninth hour Jesus cried with a loud voice, saying, Eloi, Eloi, lama sabachthani? which is, being interpreted, My God, my God, why hast thou forsaken me?)"
ImportSource,1,Lemma,62947,"[Streitberg 1920, §157.A1]: ""Die Adjektivabstrakta auf -ein- berühren sich mit den Verbalabstrakten auf ‑eini‑ [...]. Die Folge dieser Berührung ist die Vermischung beider Stammklassen. In der Bibel finden sich hierfür flg. Beispiele: J 10,33 wird zu wajamēreins ‘Lästerung’ der Gen. wajamēreins gebildet; umgekehrt k 4,4 A der Nom. liuhadeins ‘φωτισμός Erleuchtung’ anstatt liuhadei* ‘Helligkeit’ (liuhadein Nom. B) [...]. ;  ; [Streitberg 1920, §157.A2]: ""In Ambros. B erscheinen 3(4) Nominative auf ‑ein statt ‑ei: liuhadein k 4,4 (‑eins A), wiljahalpein C 3,25 (A fehlt), gagudein T 4,8 (‑ei A). Vgl. Bernhardt Vulfila S. 533 zu C 3,25. [...]"""
ImportSource,1,Lemma,62929,Equivalent aan klasse u ? Waarom hier geen vergelijking met bv. DIE Luft ?
ImportSource,1,Lemma,60720,"Suppletieve vorm met verwijzing naar hoofdlemma én bevat ook een sublemma, nl. maist (Adv.). Bij ""mikils"" geen verwijzing, dan toch twee aparte lemma's behouden?"
ImportSource,1,Lemma,61812,Lehmann: Ma.
ImportSource,1,Lemma,61859,Lehmann: Nn (or Fn)
ImportSource,1,Lemma,63541,"[Lehmann 1986]: ""from Gk μαμμωνᾶς money, wealth, itself a loan from Aram māmōnā; cf Lat mammona, NE Mammon personification of wealth""."
ImportSource,1,Lemma,62436,sw. V. 1 (i) of sw. V. 1 (j) ?
ImportSource,1,Lemma,63131,Kan ik dan niet beter *mekeis als lemma opgeven?
ImportSource,1,Lemma,63131,"[Ebbinghaus 1981, §92.A3]: ""Zu Asg. mêki Schwert (Eph. 6,17) setzt man gewöhnlich nach dem Altn. und Ae. Nsg. *mêkeis an."""
ImportSource,1,Lemma,63671,"Streitberg has a typographical error: ""red.V.1"" for ""sw.V.1""."
ImportSource,1,Lemma,63031,Mnd of Pt.Pr. ?
ImportSource,1,Lemma,63031,"Morphological class: masculine nd-stem (noun) or present participle? [Streitberg 1920, §159.A1]: ""In der Verbindung merjands jah apaustaulus· κήρυξ καὶ ἀπόστολος T 2,7 t 1,11 ist das einem griech. Substantiv entsprechende merjands dem Substantiv apaustaulus beigeordnet, daher gleichfalls als Substantiv zu betrachten."""
ImportSource,1,Lemma,63836,"Morphological class: masculine nd-stem (noun) or present participle? [Streitberg 1920, §159.A1]: ""Obwohl nur im Nom. Sg. bezeugt, sind auch die flg. Partizipien als Substantiva zu fassen: fraweitands frauja ist allaize Th 4,6 und midumonds guþs jah manne T 2,5 — der abhängige Genetiv [sic] deutet auf den substantivischen Charakter."""
ImportSource,1,Lemma,60682,Lengteteken niet gemarkeerd
ImportSource,1,Lemma,63248,"Ebbinghaus: ""*mims n."""
ImportSource,1,Lemma,61499,Vgl. echter met af-mojan*: net het omgekeerde!
ImportSource,1,Lemma,60807,Ontbreekt bij Streitberg.
ImportSource,1,Lemma,62345,"k 7, 3 A (miþ- in B ausgefallen)"
ImportSource,1,Lemma,63543,"[Ebbinghaus 1981, §172.A2]: ""*keinan keimen (ahd. kînan) hat das n nur im Präsensstamm (vgl. § 206, b); dazu Part. Prät. nur in uskijanata Lk. 8,6; vgl. § 17 A. 4. Nicht belegt ist das starke Prät. , stattdessen ist einmal ein sw. Prät. nach der IV. sw. Konjugation belegt in uskeinôda Lk. 8,8, § 195 A. 2. Vgl. Kluge, Germ. Konj. (QF 32) 143."""
ImportSource,1,Lemma,62737,Feist: nadrs
