SEMANTIC_RELATION_TYPE_TAG,SEMANTIC_RELATION_TAG,CONTROLLER_ID,TARGET_ID
discourse,TEMPORAL_Synchronous_overlap,324730,324732
discourse,EXPANSION_Addition_,324732,324693
discourse,CONTINGENCY_Cause_pragmatic cause,324735,324732
discourse,ATTRIBUTION_Content_speech content,324741,324735
discourse,TEMPORAL_Narration_same story,324754,324743
discourse,TEMPORAL_Narration_same story,324761,324754
discourse,TEMPORAL_Synchronous_circumstance,324762,324761
discourse,TEMPORAL_Narration_same story,324770,324761
discourse,ATTRIBUTION_Content_speech content,324773,324770
discourse,TEMPORAL_Narration_same story,324782,324770
discourse,TEMPORAL_Continuation_,324787,324782
discourse,ATTRIBUTION_Content_speech content,324791,324787
discourse,ATTRIBUTION_Content_verbal non-speech,324793,324791
discourse,TEMPORAL_Asynchronous_precedence,324796,324793
discourse,TEMPORAL_Synchronous_overlap,324796,324793
discourse,EXPANSION_Restatement_specification,324805,324793
discourse,TEMPORAL_Narration_same story,324816,324805
discourse,TEMPORAL_Narration_same story,324818,324816
discourse,TEMPORAL_Narration_same story,324820,324818
discourse,EXPANSION_Elaboration_characterization,324828,324820
discourse,TEMPORAL_Narration_same story,324837,324787
discourse,ATTRIBUTION_Content_speech content,324841,324837
discourse,TEMPORAL_Narration_new story,324850,324837
discourse,TEMPORAL_Narration_same story,324861,324850
discourse,TEMPORAL_Narration_same story,324864,324861
discourse,EXPANSION_Elaboration_characterization,324873,324864
discourse,TEMPORAL_Narration_same story,324876,324864
discourse,ATTRIBUTION_Content_Non-verbal content,324887,324876
discourse,CONTINGENCY_Purpose_,324890,324876
discourse,TEMPORAL_Narration_same story,324896,324876
discourse,TEMPORAL_Narration_same story,324901,324896
discourse,ATTRIBUTION_Content_speech content,324911,324901
discourse,TEMPORAL_Narration_same story,324913,324911
discourse,TEMPORAL_Narration_same story,324919,324901
discourse,TEMPORAL_Narration_same story,324920,324919
discourse,TEMPORAL_Narration_same story,324922,324920
discourse,ATTRIBUTION_Content_speech content,324929,324922
discourse,ATTRIBUTION_Content_speech content,324933,324929
discourse,COMPARISON_Juxtaposition_parallel,360934,324933
discourse,TEMPORAL_Narration_same story,324946,324922
discourse,TEMPORAL_Narration_same story,324949,324946
discourse,ATTRIBUTION_Content_speech content,324952,324949
discourse,TEMPORAL_Narration_same story,324959,324949
discourse,TEMPORAL_Narration_same story,324962,324959
discourse,TEMPORAL_Narration_same story,324969,324962
discourse,TEMPORAL_Narration_same story,324973,324969
discourse,ATTRIBUTION_Content_speech content,324978,324973
discourse,TEMPORAL_Narration_new story,324982,324973
discourse,CONTINGENCY_Purpose_,324993,324982
discourse,TEMPORAL_Narration_same story,324996,324982
discourse,TEMPORAL_Asynchronous_precedence,325006,325009
discourse,TEMPORAL_Narration_same story,325009,324996
discourse,TEMPORAL_Narration_same story,325015,325009
discourse,TEMPORAL_Narration_same story,325023,325015
discourse,TEMPORAL_Narration_same story,325029,325023
discourse,EXPANSION_Elaboration_comment,325069,325029
discourse,TEMPORAL_Narration_same story,325073,325029
discourse,TEMPORAL_Narration_same story,325076,325073
discourse,TEMPORAL_Narration_same story,325122,758565
discourse,TEMPORAL_Narration_same story,758565,325076
discourse,TEMPORAL_Narration_same story,325128,325122
discourse,CONTINGENCY_Cause_reason,325136,325128
discourse,TEMPORAL_Narration_same story,325138,325128
discourse,TEMPORAL_Narration_same story,325143,325138
discourse,TEMPORAL_Narration_same story,325151,325143
discourse,CONTINGENCY_Cause_,325159,360928
discourse,ATTRIBUTION_Content_speech content,360928,325151
discourse,CONTINGENCY_Cause_,325171,360964
discourse,COMPARISON_Juxtaposition_parallel,360964,360928
discourse,CONTINGENCY_Cause_,325179,360965
discourse,COMPARISON_Juxtaposition_parallel,360965,360964
discourse,COMPARISON_Juxtaposition_parallel,325182,360965
discourse,CONTINGENCY_Condition_general,325184,325182
discourse,TEMPORAL_Continuation_,325191,325184
discourse,TEMPORAL_Continuation_,325194,325191
discourse,TEMPORAL_Continuation_,325197,325194
discourse,TEMPORAL_Continuation_,325208,325182
discourse,TEMPORAL_Continuation_,325214,325208
discourse,CONTINGENCY_Cause_reason,360993,325208
discourse,CONTINGENCY_Cause_pragmatic cause,325230,360993
discourse,COMPARISON_Juxtaposition_contrast,325238,360928
discourse,CONTINGENCY_Cause_,325244,325238
discourse,COMPARISON_Juxtaposition_contrast,325249,360964
discourse,ATTRIBUTION_Expressive_speech expressive,325253,325151
discourse,CONTINGENCY_Cause_,325257,325249
discourse,COMPARISON_Juxtaposition_contrast,325259,360965
discourse,ATTRIBUTION_Expressive_speech expressive,325262,325151
discourse,CONTINGENCY_Cause_,325266,325259
discourse,TEMPORAL_Continuation_,325268,325266
discourse,COMPARISON_Juxtaposition_contrast,325270,325182
discourse,CONTINGENCY_Condition_general,325273,325270
discourse,CONTINGENCY_Cause_,325283,325270
discourse,COMPARISON_Juxtaposition_contrast,325292,325273
discourse,ATTRIBUTION_Content_speech content,325296,325292
discourse,EXPANSION_List_,325302,325296
discourse,EXPANSION_List_,325307,325302
discourse,EXPANSION_List_,325312,325307
discourse,EXPANSION_Instantiation_,325324,325296
discourse,COMPARISON_Juxtaposition_parallel,325340,325324
discourse,COMPARISON_Juxtaposition_parallel,325345,325340
discourse,TEMPORAL_Continuation_,325354,325345
discourse,COMPARISON_Sameness_,325358,325367
discourse,ATTRIBUTION_Content_Non-verbal content,325360,325358
discourse,EXPANSION_Elaboration_summary,325367,325345
discourse,CONTINGENCY_Condition_general,325373,325381
discourse,CONTINGENCY_Pragmatic condition_,325373,325381
discourse,CONTINGENCY_Cause_pragmatic cause,325381,325292
discourse,CONTINGENCY_Cause_pragmatic cause,325390,325381
discourse,CONTINGENCY_Condition_general,325395,325403
discourse,CONTINGENCY_Pragmatic condition_,325395,325403
discourse,COMPARISON_Juxtaposition_parallel,325403,325381
discourse,CONTINGENCY_Cause_pragmatic cause,325410,325403
discourse,CONTINGENCY_Condition_general,325414,325423
discourse,CONTINGENCY_Pragmatic condition_,325414,325423
discourse,COMPARISON_Juxtaposition_parallel,325423,325403
discourse,CONTINGENCY_Cause_pragmatic cause,325428,325423
discourse,CONTINGENCY_Cause_reason,325430,325428
discourse,COMPARISON_Juxtaposition_contrast,325435,325381
discourse,TEMPORAL_Continuation_,325440,325435
discourse,TEMPORAL_Continuation_,325442,325440
discourse,TEMPORAL_Coincidence_manner,325444,325442
discourse,CONTINGENCY_Result_real result,325447,325440
discourse,TEMPORAL_Continuation_,325454,325447
discourse,CONTINGENCY_Cause_pragmatic cause,325461,325454
discourse,TEMPORAL_Continuation_,325468,325442
discourse,COMPARISON_Sameness_,325476,325468
discourse,EXPANSION_Instantiation_,325480,325468
discourse,CONTINGENCY_Result_real result,325485,325480
discourse,COMPARISON_Juxtaposition_parallel,325489,325480
discourse,CONTINGENCY_Result_real result,325494,325489
discourse,COMPARISON_Juxtaposition_parallel,325496,325489
discourse,CONTINGENCY_Result_real result,325499,325496
discourse,COMPARISON_Juxtaposition_parallel,325501,325496
discourse,CONTINGENCY_Result_real result,325504,325501
discourse,EXPANSION_Restatement_specification,325512,325504
discourse,CONTINGENCY_Cause_pragmatic cause,325522,325512
discourse,TEMPORAL_Narration_same story,325525,325151
discourse,ATTRIBUTION_Content_speech content,325532,325525
discourse,CONTINGENCY_Cause_pragmatic cause,325541,325532
discourse,TEMPORAL_Continuation_,325544,325532
discourse,TEMPORAL_Synchronous_overlap,325550,325553
discourse,TEMPORAL_Asynchronous_precedence,325550,325553
discourse,COMPARISON_Juxtaposition_contrast,325553,325544
discourse,TEMPORAL_Continuation_,325561,325553
discourse,COMPARISON_Juxtaposition_contrast,325581,325561
discourse,COMPARISON_Juxtaposition_parallel,787412,325561
discourse,ATTRIBUTION_Expressive_speech expressive,787417,787413
discourse,ATTRIBUTION_Content_speech content,787418,787413
discourse,TEMPORAL_Continuation_,787419,787418
discourse,COMPARISON_Concession_,787435,787412
discourse,ATTRIBUTION_Expressive_speech expressive,325612,325525
discourse,COMPARISON_Juxtaposition_contrast,325614,787412
discourse,CONTINGENCY_Result_real result,325625,325614
discourse,CONTINGENCY_Cause_pragmatic cause,325639,325614
discourse,CONTINGENCY_Cause_pragmatic cause,325661,325639
discourse,EXPANSION_Instantiation_,325667,325661
discourse,TEMPORAL_Continuation_,325674,325667
discourse,COMPARISON_Juxtaposition_parallel,325685,325639
discourse,COMPARISON_Juxtaposition_parallel,325695,325685
discourse,CONTINGENCY_Cause_pragmatic cause,325703,325695
discourse,COMPARISON_Concession_,325711,325718
discourse,ATTRIBUTION_Expressive_speech expressive,325713,325711
discourse,ATTRIBUTION_Expressive_speech expressive,325714,325711
discourse,TEMPORAL_Continuation_,325718,325685
discourse,TEMPORAL_Continuation_,325736,325718
discourse,ATTRIBUTION_Content_speech content,325739,325736
discourse,EXPANSION_Answer_,325743,325739
discourse,EXPANSION_Elaboration_characterization,325749,325743
discourse,TEMPORAL_Continuation_,325751,325749
discourse,TEMPORAL_Continuation_,325753,325751
discourse,TEMPORAL_Asynchronous_precedence,325761,325762
discourse,COMPARISON_Concession_,325762,325771
discourse,CONTINGENCY_Result_real result,325771,325749
discourse,CONTINGENCY_Cause_reason,325777,325771
discourse,COMPARISON_Juxtaposition_contrast,325787,325743
discourse,TEMPORAL_Narration_same story,325798,325787
discourse,CONTINGENCY_Result_real result,325804,325798
discourse,TEMPORAL_Continuation_,325807,325804
discourse,TEMPORAL_Asynchronous_precedence,325816,325827
discourse,TEMPORAL_Synchronous_circumstance,325836,325837
discourse,TEMPORAL_Narration_same story,325837,325827
discourse,EXPANSION_Elaboration_characterization,325841,325837
discourse,TEMPORAL_Asynchronous_precedence,325845,325850
discourse,TEMPORAL_Narration_same story,325850,325837
discourse,CONTINGENCY_Purpose_,325857,325850
discourse,ATTRIBUTION_Content_speech content,325860,325857
discourse,TEMPORAL_Narration_same story,325861,325860
discourse,TEMPORAL_Asynchronous_precedence,325868,325872
discourse,TEMPORAL_Narration_same story,325872,325850
discourse,TEMPORAL_Coincidence_means,325876,325872
discourse,ATTRIBUTION_Content_speech content,325879,325876
discourse,CONTINGENCY_Cause_reason,325884,325879
discourse,TEMPORAL_Continuation_,325894,325884
discourse,TEMPORAL_Narration_same story,325900,325872
discourse,TEMPORAL_Synchronous_overlap,325909,325912
discourse,TEMPORAL_Narration_same story,325912,325900
discourse,TEMPORAL_Synchronous_circumstance,325916,325912
discourse,ATTRIBUTION_Expressive_speech expressive,325918,325916
discourse,ATTRIBUTION_Content_speech content,325921,325916
discourse,CONTINGENCY_Cause_pragmatic cause,325926,325921
discourse,CONTINGENCY_Result_real result,325937,325926
discourse,EXPANSION_Alternative_chosen alternative,325943,325921
discourse,CONTINGENCY_Result_real result,325947,325943
discourse,CONTINGENCY_Cause_pragmatic cause,760311,325943
discourse,EXPANSION_Elaboration_characterization,760315,760311
discourse,TEMPORAL_Narration_same story,760328,760311
discourse,ATTRIBUTION_Content_speech content,760330,760328
discourse,CONTINGENCY_Result_real result,760332,760328
discourse,ATTRIBUTION_Content_speech content,760340,760343
discourse,CONTINGENCY_Result_real result,760342,760343
discourse,COMPARISON_Juxtaposition_parallel,760343,760328
discourse,ATTRIBUTION_Content_speech content,760354,760358
discourse,CONTINGENCY_Result_real result,760357,760358
discourse,COMPARISON_Juxtaposition_parallel,760358,760343
discourse,TEMPORAL_Asynchronous_precedence,325994,325999
discourse,TEMPORAL_Narration_same story,325999,325912
discourse,TEMPORAL_Narration_same story,326003,325999
discourse,TEMPORAL_Narration_same story,326008,326003
discourse,ATTRIBUTION_Content_speech content,326010,326008
discourse,ATTRIBUTION_Content_speech content,326019,326010
discourse,TEMPORAL_Asynchronous_precedence,326022,326028
discourse,TEMPORAL_Narration_same story,326028,326008
discourse,ATTRIBUTION_Content_Non-verbal content,326031,326028
discourse,TEMPORAL_Narration_new story,326034,326028
discourse,TEMPORAL_Narration_same story,326045,326034
discourse,TEMPORAL_Asynchronous_precedence,326057,326065
discourse,TEMPORAL_Narration_same story,326065,326045
discourse,EXPANSION_Elaboration_characterization,326075,326065
discourse,TEMPORAL_Continuation_,326083,326075
discourse,TEMPORAL_Asynchronous_precedence,326088,326092
discourse,TEMPORAL_Narration_same story,326092,326065
discourse,TEMPORAL_Narration_same story,326096,326092
discourse,ATTRIBUTION_Content_speech content,326100,326096
discourse,TEMPORAL_Narration_same story,326103,326096
discourse,TEMPORAL_Narration_same story,326104,326103
discourse,TEMPORAL_Narration_same story,326111,326104
discourse,TEMPORAL_Narration_same story,326114,326111
discourse,ATTRIBUTION_Expressive_speech expressive,326116,326114
discourse,ATTRIBUTION_Content_speech content,326119,326114
discourse,ATTRIBUTION_Content_speech content,326121,326119
discourse,TEMPORAL_Narration_same story,326124,326114
discourse,TEMPORAL_Narration_same story,326128,326124
discourse,TEMPORAL_Narration_same story,326132,326128
discourse,TEMPORAL_Narration_same story,326138,326132
discourse,TEMPORAL_Narration_same story,326144,326138
discourse,TEMPORAL_Synchronous_circumstance,326147,326144
discourse,ATTRIBUTION_Content_speech content,326151,326147
discourse,TEMPORAL_Continuation_,326157,326151
discourse,TEMPORAL_Narration_new story,326165,326144
discourse,TEMPORAL_Narration_same story,326181,326165
discourse,TEMPORAL_Narration_same story,326191,326181
discourse,TEMPORAL_Narration_same story,326199,326191
discourse,TEMPORAL_Synchronous_circumstance,326203,326199
discourse,ATTRIBUTION_Content_speech content,326206,326203
discourse,EXPANSION_Alternative_disjunctive,326211,326206
discourse,TEMPORAL_Asynchronous_precedence,326213,326219
discourse,TEMPORAL_Narration_same story,326219,326199
discourse,ATTRIBUTION_Content_speech content,326224,326219
discourse,TEMPORAL_Synchronous_circumstance,326228,326224
discourse,ATTRIBUTION_Content_speech content,326231,326228
discourse,EXPANSION_Alternative_disjunctive,326237,326231
discourse,EXPANSION_Elaboration_background,326243,326260
discourse,TEMPORAL_Continuation_,326256,326243
discourse,TEMPORAL_Narration_same story,326260,326219
discourse,TEMPORAL_Continuation_,326261,326260
discourse,ATTRIBUTION_Content_speech content,326264,326261
discourse,TEMPORAL_Narration_same story,326265,326264
discourse,ATTRIBUTION_Content_Non-verbal content,326274,326270
discourse,TEMPORAL_Continuation_,326277,326274
discourse,TEMPORAL_Continuation_,326280,326277
discourse,TEMPORAL_Continuation_,326282,326280
discourse,TEMPORAL_Continuation_,326285,326282
discourse,TEMPORAL_Continuation_,326288,326285
discourse,TEMPORAL_Continuation_,326292,326265
discourse,TEMPORAL_Asynchronous_precedence,326300,326305
discourse,TEMPORAL_Narration_same story,326305,326261
discourse,ATTRIBUTION_Content_speech content,326314,326306
discourse,CONTINGENCY_Purpose_,326318,326314
discourse,EXPANSION_Instantiation_,361089,326318
discourse,COMPARISON_Juxtaposition_parallel,326327,326314
discourse,CONTINGENCY_Purpose_,326328,326327
discourse,EXPANSION_Instantiation_,361090,326328
discourse,EXPANSION_Elaboration_comment,326347,361090
discourse,COMPARISON_Juxtaposition_parallel,326351,326327
discourse,CONTINGENCY_Purpose_,326352,326351
discourse,EXPANSION_Instantiation_,361091,326352
discourse,ATTRIBUTION_Expressive_speech expressive,760554,760555
discourse,TEMPORAL_Continuation_,760555,361091
discourse,ATTRIBUTION_Content_speech content,760560,760555
discourse,CONTINGENCY_Cause_reason,326366,760555
discourse,EXPANSION_Elaboration_characterization,326369,326366
discourse,ATTRIBUTION_Content_verbal non-speech,326372,326369
discourse,EXPANSION_Elaboration_characterization,326381,326372
discourse,TEMPORAL_Continuation_,326388,760555
discourse,ATTRIBUTION_Content_speech content,326398,326388
discourse,COMPARISON_Juxtaposition_contrast,326410,326398
discourse,TEMPORAL_Narration_same story,326420,326305
discourse,CONTINGENCY_Cause_reason,326424,326420
discourse,COMPARISON_Juxtaposition_contrast,326439,326420
discourse,CONTINGENCY_Cause_reason,326444,326439
discourse,TEMPORAL_Continuation_,326450,326388
discourse,TEMPORAL_Continuation_,326459,326450
discourse,EXPANSION_Answer_,326463,326459
discourse,COMPARISON_Concession_,326475,326479
discourse,ATTRIBUTION_Content_speech content,326479,326473
discourse,COMPARISON_Concession_,326481,326484
discourse,COMPARISON_Juxtaposition_parallel,326484,326479
discourse,CONTINGENCY_Cause_reason,326486,326463
discourse,EXPANSION_Elaboration_characterization,326492,326486
discourse,TEMPORAL_Continuation_,326495,326492
discourse,TEMPORAL_Narration_same story,326499,326486
discourse,ATTRIBUTION_Content_speech content,326502,326499
discourse,COMPARISON_Juxtaposition_parallel,326504,326486
discourse,EXPANSION_Elaboration_characterization,326509,326504
discourse,TEMPORAL_Continuation_,326511,326509
discourse,TEMPORAL_Narration_same story,326514,326504
discourse,ATTRIBUTION_Content_speech content,361110,326514
discourse,COMPARISON_Juxtaposition_contrast,326528,326514
discourse,TEMPORAL_Narration_new story,326537,326439
discourse,ATTRIBUTION_Content_speech content,326544,326537
discourse,TEMPORAL_Asynchronous_precedence,326549,326555
discourse,TEMPORAL_Narration_same story,326555,326537
discourse,EXPANSION_Elaboration_characterization,326561,326555
discourse,TEMPORAL_Asynchronous_precedence,326568,326577
discourse,ATTRIBUTION_Content_Non-verbal content,326570,326568
discourse,TEMPORAL_Narration_same story,326577,760562
discourse,TEMPORAL_Narration_same story,326581,326577
discourse,TEMPORAL_Synchronous_overlap,326587,326591
discourse,TEMPORAL_Narration_same story,326591,326581
discourse,TEMPORAL_Narration_same story,326602,326591
discourse,TEMPORAL_Narration_same story,326605,326602
discourse,TEMPORAL_Narration_same story,326610,326605
discourse,TEMPORAL_Narration_same story,760562,326555
discourse,TEMPORAL_Asynchronous_precedence,326614,326621
discourse,TEMPORAL_Narration_same story,326621,326610
discourse,TEMPORAL_Coincidence_means,326624,326621
discourse,CONTINGENCY_Condition_unreal present,326628,326631
discourse,ATTRIBUTION_Content_speech content,326631,326624
discourse,EXPANSION_Restatement_equivalence,326644,361111
discourse,ATTRIBUTION_Content_Non-verbal content,361111,326631
discourse,TEMPORAL_Narration_same story,326647,326621
discourse,TEMPORAL_Continuation_,326650,326647
discourse,ATTRIBUTION_Expressive_speech expressive,326654,326650
discourse,ATTRIBUTION_Content_speech content,326656,326650
discourse,ATTRIBUTION_Expressive_speech expressive,758570,758572
discourse,ATTRIBUTION_Content_speech content,758571,758572
discourse,TEMPORAL_Narration_same story,758572,326650
discourse,ATTRIBUTION_Content_speech content,326672,326650
discourse,EXPANSION_Elaboration_characterization,326678,326672
discourse,TEMPORAL_Continuation_,361112,326678
discourse,TEMPORAL_Asynchronous_precedence,326688,326692
discourse,TEMPORAL_Narration_same story,326692,326672
discourse,EXPANSION_Elaboration_summary,326698,326692
discourse,TEMPORAL_Narration_same story,326701,758572
discourse,TEMPORAL_Continuation_,326703,326701
discourse,ATTRIBUTION_Content_speech content,326705,326703
discourse,ATTRIBUTION_Content_Non-verbal content,361113,326705
discourse,TEMPORAL_Narration_same story,326714,326703
discourse,ATTRIBUTION_Content_speech content,326718,326714
discourse,TEMPORAL_Narration_same story,326721,326714
discourse,TEMPORAL_Narration_same story,326727,326721
discourse,ATTRIBUTION_Content_speech content,326729,326727
discourse,TEMPORAL_Continuation_,326734,326729
discourse,TEMPORAL_Narration_same story,326746,326734
discourse,COMPARISON_Juxtaposition_contrast,326752,326746
discourse,TEMPORAL_Narration_same story,326760,326752
discourse,TEMPORAL_Narration_same story,326765,326746
discourse,TEMPORAL_Asynchronous_precedence,326771,326773
discourse,COMPARISON_Juxtaposition_contrast,326773,326765
discourse,TEMPORAL_Narration_same story,326784,326765
discourse,COMPARISON_Juxtaposition_contrast,326789,326784
discourse,CONTINGENCY_Result_real result,326797,326746
discourse,ATTRIBUTION_Content_speech content,326800,326797
discourse,CONTINGENCY_Cause_reason,326808,326800
discourse,COMPARISON_Juxtaposition_contrast,326817,326800
discourse,TEMPORAL_Narration_same story,326819,326727
discourse,ATTRIBUTION_Content_speech content,326823,326819
discourse,TEMPORAL_Narration_same story,326829,326819
discourse,ATTRIBUTION_Content_speech content,326838,326832
discourse,EXPANSION_Elaboration_characterization,326843,326838
discourse,TEMPORAL_Narration_same story,326845,326829
discourse,ATTRIBUTION_Content_speech content,326854,326845
discourse,TEMPORAL_Continuation_,326857,326854
discourse,TEMPORAL_Continuation_,326868,326862
discourse,TEMPORAL_Synchronous_circumstance,326873,326868
discourse,TEMPORAL_Continuation_,326875,326873
discourse,TEMPORAL_Narration_same story,758573,326868
discourse,TEMPORAL_Synchronous_overlap,326930,326941
discourse,TEMPORAL_Continuation_,326938,326930
discourse,TEMPORAL_Narration_same story,326941,758573
discourse,ATTRIBUTION_Content_speech content,326945,326941
discourse,CONTINGENCY_Purpose_,326949,326945
discourse,TEMPORAL_Synchronous_overlap,326957,326961
discourse,TEMPORAL_Narration_same story,326961,326945
discourse,TEMPORAL_Narration_same story,326967,326961
discourse,TEMPORAL_Narration_same story,326973,326967
discourse,COMPARISON_Juxtaposition_,326978,326961
discourse,TEMPORAL_Asynchronous_precedence,326984,326985
discourse,TEMPORAL_Narration_same story,326985,326978
discourse,CONTINGENCY_Cause_reason,326989,326985
discourse,COMPARISON_Juxtaposition_,326994,326978
discourse,TEMPORAL_Asynchronous_precedence,327001,327004
discourse,TEMPORAL_Narration_same story,327004,326994
discourse,COMPARISON_Juxtaposition_,327009,326994
discourse,TEMPORAL_Asynchronous_precedence,327017,327018
discourse,TEMPORAL_Narration_same story,327018,327009
discourse,TEMPORAL_Synchronous_overlap,327023,327024
discourse,TEMPORAL_Narration_same story,327024,326941
discourse,ATTRIBUTION_Content_speech content,327030,327024
discourse,TEMPORAL_Narration_same story,327032,327024
discourse,ATTRIBUTION_Content_speech content,327040,327032
discourse,TEMPORAL_Narration_same story,327046,327032
discourse,ATTRIBUTION_Content_speech content,327049,327046
discourse,COMPARISON_Concession_,327065,327067
discourse,CONTINGENCY_Result_real result,327067,361114
discourse,COMPARISON_Concession_,327069,327071
discourse,CONTINGENCY_Result_real result,327071,361114
discourse,COMPARISON_Juxtaposition_contrast,361114,327049
discourse,TEMPORAL_Continuation_,327073,361114
discourse,EXPANSION_List_,327081,327073
discourse,EXPANSION_List_,327092,327081
discourse,TEMPORAL_Narration_same story,327097,327092
discourse,TEMPORAL_Narration_same story,327101,327097
discourse,CONTINGENCY_Result_real result,327111,327101
discourse,TEMPORAL_Narration_same story,327112,327111
discourse,EXPANSION_List_,361115,327092
discourse,TEMPORAL_Narration_same story,327132,361115
discourse,EXPANSION_List_,758581,361115
discourse,TEMPORAL_Synchronous_overlap,758593,758594
discourse,TEMPORAL_Narration_same story,758594,758581
discourse,CONTINGENCY_Result_real result,758597,758594
discourse,EXPANSION_List_,327179,758581
discourse,TEMPORAL_Asynchronous_precedence,327198,327199
discourse,TEMPORAL_Continuation_,327199,327179
discourse,EXPANSION_Alternative_,327205,327199
discourse,EXPANSION_Alternative_chosen alternative,327210,327205
discourse,CONTINGENCY_Purpose_,327215,327210
discourse,CONTINGENCY_Cause_pragmatic cause,327221,327215
discourse,CONTINGENCY_Result_pragmatic result,327239,327221
discourse,ATTRIBUTION_Content_Non-verbal content,327242,327239
discourse,CONTINGENCY_Cause_reason,327249,327239
discourse,ATTRIBUTION_Content_Non-verbal content,327261,327260
discourse,COMPARISON_Juxtaposition_contrast,327262,327249
discourse,TEMPORAL_Narration_new story,327266,327046
discourse,TEMPORAL_Narration_same story,327280,327266
discourse,TEMPORAL_Narration_same story,758598,327280
discourse,ATTRIBUTION_Content_speech content,758609,758598
discourse,ATTRIBUTION_Content_Non-verbal content,758611,758613
discourse,CONTINGENCY_Cause_reason,758613,758609
discourse,TEMPORAL_Narration_same story,327306,758598
discourse,TEMPORAL_Continuation_,327307,327306
discourse,ATTRIBUTION_Content_speech content,327317,327307
discourse,TEMPORAL_Narration_new story,327327,327307
discourse,TEMPORAL_Continuation_,327335,327327
discourse,TEMPORAL_Narration_same story,327344,327335
discourse,ATTRIBUTION_Content_speech content,327348,327344
discourse,TEMPORAL_Narration_same story,327356,327344
discourse,TEMPORAL_Synchronous_overlap,327358,327361
discourse,TEMPORAL_Narration_same story,327361,327356
discourse,TEMPORAL_Narration_same story,327364,327361
discourse,CONTINGENCY_Result_real result,327372,327364
discourse,TEMPORAL_Narration_same story,327374,327372
discourse,TEMPORAL_Narration_same story,327376,327374
discourse,TEMPORAL_Narration_same story,327378,327376
discourse,TEMPORAL_Synchronous_circumstance,327380,327378
discourse,ATTRIBUTION_Expressive_speech expressive,327382,327380
discourse,ATTRIBUTION_Expressive_speech expressive,327383,327380
discourse,ATTRIBUTION_Content_speech content,327385,327380
discourse,TEMPORAL_Asynchronous_precedence,327389,327390
discourse,TEMPORAL_Narration_same story,327390,327378
discourse,CONTINGENCY_Result_real result,327400,327390
discourse,TEMPORAL_Continuation_,327403,327400
discourse,TEMPORAL_Narration_same story,327406,327390
discourse,ATTRIBUTION_Content_speech content,361117,327406
discourse,TEMPORAL_Narration_same story,327415,327406
discourse,TEMPORAL_Narration_same story,327417,327415
discourse,TEMPORAL_Synchronous_circumstance,327419,327417
discourse,ATTRIBUTION_Content_speech content,327426,327419
discourse,CONTINGENCY_Cause_pragmatic cause,327432,327426
discourse,TEMPORAL_Continuation_,327438,327432
discourse,TEMPORAL_Narration_new story,327442,327417
discourse,TEMPORAL_Asynchronous_precedence,327455,327461
discourse,TEMPORAL_Narration_same story,327461,327442
discourse,EXPANSION_Elaboration_characterization,327474,327461
discourse,TEMPORAL_Continuation_,327481,327474
discourse,TEMPORAL_Asynchronous_precedence,327487,327491
discourse,TEMPORAL_Narration_same story,327491,327461
discourse,TEMPORAL_Narration_same story,327492,327491
discourse,TEMPORAL_Narration_same story,327497,327492
discourse,ATTRIBUTION_Expressive_speech expressive,327504,327497
discourse,ATTRIBUTION_Content_speech content,361119,327497
discourse,TEMPORAL_Continuation_,758685,361119
discourse,ATTRIBUTION_Content_speech content,758689,758685
discourse,CONTINGENCY_Cause_reason,327518,327497
discourse,ATTRIBUTION_Content_speech content,327524,327518
discourse,CONTINGENCY_Cause_reason,327532,327518
discourse,TEMPORAL_Narration_same story,327536,327532
discourse,TEMPORAL_Synchronous_overlap,327540,327536
discourse,TEMPORAL_Narration_same story,327543,327536
discourse,TEMPORAL_Narration_same story,327546,327543
discourse,TEMPORAL_Narration_same story,327554,327497
discourse,TEMPORAL_Coincidence_means,327559,327554
discourse,ATTRIBUTION_Content_speech content,327564,327559
discourse,TEMPORAL_Narration_same story,327568,327554
discourse,CONTINGENCY_Cause_reason,327573,327568
discourse,ATTRIBUTION_Content_speech content,788849,327568
discourse,TEMPORAL_Narration_same story,327580,327568
discourse,ATTRIBUTION_Content_speech content,327584,327580
discourse,ATTRIBUTION_Content_speech content,327589,327584
discourse,TEMPORAL_Narration_same story,327591,327580
discourse,TEMPORAL_Narration_same story,327603,327591
discourse,ATTRIBUTION_Content_speech content,327606,327603
discourse,TEMPORAL_Narration_same story,327613,327603
discourse,TEMPORAL_Narration_same story,327616,327613
discourse,TEMPORAL_Narration_same story,327623,327616
discourse,TEMPORAL_Narration_same story,327629,327623
discourse,TEMPORAL_Narration_same story,327639,327629
discourse,TEMPORAL_Asynchronous_precedence,327641,327647
discourse,TEMPORAL_Narration_new story,327647,327639
discourse,TEMPORAL_Narration_same story,327649,327647
discourse,TEMPORAL_Narration_same story,327658,327649
discourse,CONTINGENCY_Purpose_,327660,327658
discourse,TEMPORAL_Narration_same story,327665,327658
discourse,TEMPORAL_Narration_same story,327671,327665
discourse,ATTRIBUTION_Content_Non-verbal content,327682,327671
discourse,TEMPORAL_Continuation_,327684,327682
discourse,TEMPORAL_Narration_same story,327692,327671
discourse,TEMPORAL_Narration_same story,327694,327692
discourse,ATTRIBUTION_Content_speech content,327700,327694
discourse,TEMPORAL_Narration_same story,327705,327694
